Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region,Gain/Loss
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,572,250,4/14/18,10.0,California,322
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,556,250,4/14/18,13.0,Connecticut,306
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,540,250,4/14/18,5.0,California,290
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,569,250,4/14/18,10.5,New York,319
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,540,250,4/14/18,4.0,Massachusetts,290
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,589,250,4/14/18,10.0,Virginia,339
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,530,250,4/14/18,10.5,Missouri,280
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,552,250,4/14/18,10.0,Florida,302
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,575,250,4/14/18,8.5,Washington,325
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,595,250,4/14/18,12.0,California,345
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,8.5,New Jersey,305
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,556,250,4/14/18,13.0,Pennsylvania,306
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,597,250,4/14/18,8.5,Maine,347
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,569,250,4/14/18,10.0,Illinois,319
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,590,250,4/14/18,13.0,Kentucky,340
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,562,250,4/14/18,9.5,New York,312
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,598,250,4/14/18,9.5,Georgia,348
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,575,250,4/14/18,8.0,Illinois,325
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,580,250,4/14/18,12.0,California,330
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,11.0,New York,310
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,584,250,4/14/18,8.0,Florida,334
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,565,250,4/14/18,11.0,Pennsylvania,315
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,562,250,4/14/18,11.5,Colorado,312
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,11.0,Washington,300
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,579,250,4/14/18,8.0,New York,329
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,541,250,4/14/18,10.5,Pennsylvania,291
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,10.5,New Jersey,310
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,620,250,3/30/18,13.0,Ohio,370
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,600,250,3/30/18,10.0,Michigan,350
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,620,250,3/30/18,9.5,Colorado,370
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,682,250,3/30/18,13.0,Virginia,432
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,785,250,3/30/18,14.0,Ohio,535
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,590,250,3/30/18,10.0,California,340
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,600,250,3/30/18,6.5,Arkansas,350
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,624,250,3/30/18,9.5,New York,374
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,635,250,3/30/18,12.0,New Jersey,385
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,582,250,3/30/18,9.5,Massachusetts,332
4/18/18,Off-White,Nike-Air-VaporMax-Off-White-Black,610,250,3/30/18,11.0,Texas,360
4/18/18,Off-White,Nike-Blazer-Mid-Off-White,950,130,9/9/17,10.5,North Carolina,820
4/18/18,Off-White,Nike-Zoom-Fly-Off-White,550,170,11/1/17,6.5,Pennsylvania,380
4/18/18,Off-White,Nike-Zoom-Fly-Off-White,501,170,11/1/17,13.0,California,331
4/19/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1803,190,9/9/17,12.0,Florida,1613
4/19/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2010,190,9/9/17,10.0,Georgia,1820
4/19/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1795,190,3/3/18,9.5,California,1605
4/19/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1680,190,3/3/18,11.5,California,1490
4/19/18,Off-White,Nike-Air-Force-1-Low-Off-White,675,170,11/1/17,13.0,New York,505
4/19/18,Off-White,Nike-Air-Force-1-Low-Off-White,700,170,11/1/17,13.0,Texas,530
4/19/18,Off-White,Nike-Air-Max-90-Off-White,850,160,9/9/17,11.0,Florida,690
4/19/18,Off-White,Nike-Air-Presto-Off-White,1799,160,9/9/17,8.0,Texas,1639
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,570,250,4/14/18,5.5,Massachusetts,320
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,570,250,4/14/18,10.0,New Jersey,320
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,570,250,4/14/18,8.0,Illinois,320
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,549,250,4/14/18,8.5,Virginia,299
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,568,250,4/14/18,9.5,Texas,318
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,815,250,4/14/18,14.0,Illinois,565
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,11.0,Texas,305
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,532,250,4/14/18,10.5,Pennsylvania,282
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,580,250,4/14/18,12.0,Oklahoma,330
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,568,250,4/14/18,8.0,New York,318
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,556,250,4/14/18,13.0,Texas,306
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,10.0,Florida,310
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,556,250,4/14/18,7.5,Michigan,306
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,579,250,4/14/18,8.5,Virginia,329
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,879,250,4/14/18,14.0,California,629
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,575,250,4/14/18,8.0,Massachusetts,325
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,510,250,4/14/18,4.0,New York,260
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,580,250,4/14/18,8.5,Pennsylvania,330
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,562,250,4/14/18,10.0,Michigan,312
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,6.0,California,305
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,557,250,4/14/18,9.5,Texas,307
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,570,250,4/14/18,12.0,Wisconsin,320
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,535,250,4/14/18,10.5,California,285
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,535,250,4/14/18,10.5,Indiana,285
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,11.0,Texas,310
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,575,250,4/14/18,12.0,Maryland,325
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,10.0,Arizona,305
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,565,250,4/14/18,11.5,Washington,315
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,559,250,4/14/18,12.0,California,309
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,540,250,4/14/18,10.5,Massachusetts,290
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,558,250,4/14/18,9.5,California,308
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,535,250,4/14/18,10.5,Texas,285
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,11.5,Arkansas,310
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,9.5,California,305
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,551,250,4/14/18,10.0,Texas,301
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,569,250,4/14/18,6.0,New York,319
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,580,250,4/14/18,12.0,Colorado,330
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-2018,510,250,4/14/18,6.5,California,260
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,590,250,3/30/18,10.0,California,340
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,550,250,3/30/18,7.0,California,300
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,600,250,3/30/18,10.5,Virginia,350
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,601,250,3/30/18,8.0,Florida,351
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,590,250,3/30/18,10.5,New York,340
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,625,250,3/30/18,8.5,New York,375
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,600,250,3/30/18,8.0,Washington,350
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,620,250,3/30/18,8.5,Ohio,370
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,610,250,3/30/18,9.5,New York,360
4/19/18,Off-White,Nike-Air-VaporMax-Off-White-Black,900,250,3/30/18,14.0,Virginia,650
4/19/18,Off-White,Nike-Zoom-Fly-Off-White,729,170,11/1/17,9.5,New York,559
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,564,250,4/14/18,9.5,California,314
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,535,250,4/14/18,10.5,Nevada,285
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,536,250,4/14/18,10.5,New York,286
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,537,250,4/14/18,11.5,New York,287
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,580,250,4/14/18,13.0,Texas,330
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,5.0,Washington,300
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,11.0,Arizona,305
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,563,250,4/14/18,9.5,California,313
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,570,250,4/14/18,9.0,Florida,320
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,545,250,4/14/18,10.5,New York,295
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,9.5,New Jersey,305
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,540,250,4/14/18,10.5,Wisconsin,290
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,10.0,New York,300
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,491,250,4/14/18,4.0,Oregon,241
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,549,250,4/14/18,9.5,Wisconsin,299
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,557,250,4/14/18,11.0,Massachusetts,307
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,551,250,4/14/18,12.0,New York,301
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,536,250,4/14/18,10.5,Wisconsin,286
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,5.0,Washington,305
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,548,250,4/14/18,10.5,Illinois,298
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,522,250,4/14/18,5.0,Washington,272
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,11.5,New York,300
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,7.5,New York,300
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,884,250,4/14/18,14.0,Texas,634
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,589,250,4/14/18,13.0,New York,339
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,569,250,4/14/18,11.5,Illinois,319
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,10.5,Florida,300
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,13.0,New York,310
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,7.5,Pennsylvania,300
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,539,250,4/14/18,10.5,Washington,289
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,12.0,California,310
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-2018,541,250,4/14/18,10.5,New York,291
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-Black,600,250,3/30/18,10.0,California,350
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-Black,620,250,3/30/18,10.5,Illinois,370
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-Black,610,250,3/30/18,9.0,Illinois,360
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-Black,605,250,3/30/18,8.0,New York,355
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-Black,608,250,3/30/18,10.0,North Carolina,358
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-Black,596,250,3/30/18,9.5,Illinois,346
4/20/18,Off-White,Nike-Air-VaporMax-Off-White-Black,530,250,3/30/18,5.5,New York,280
4/20/18,Off-White,Nike-Blazer-Mid-Off-White,950,130,9/9/17,9.5,Washington,820
4/20/18,Off-White,Nike-Zoom-Fly-Off-White,700,170,11/1/17,9.0,California,530
4/21/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1730,190,3/3/18,12.0,New York,1540
4/21/18,Off-White,Nike-Air-Force-1-Low-Off-White,870,170,11/1/17,10.0,Washington,700
4/21/18,Off-White,Nike-Air-Presto-Off-White,1500,160,9/9/17,11.0,New Jersey,1340
4/21/18,Off-White,Nike-Air-Presto-Off-White,1729,160,9/9/17,10.0,Pennsylvania,1569
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,559,250,4/14/18,8.0,Texas,309
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,548,250,4/14/18,10.5,New York,298
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,564,250,4/14/18,12.0,Maryland,314
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,559,250,4/14/18,10.0,Texas,309
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,590,250,4/14/18,13.0,New York,340
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,565,250,4/14/18,9.0,California,315
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,780,250,4/14/18,15.0,Illinois,530
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,540,250,4/14/18,10.0,New Jersey,290
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,535,250,4/14/18,12.0,Washington,285
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,9.5,Texas,300
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,535,250,4/14/18,4.5,California,285
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,530,250,4/14/18,10.5,California,280
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,11.0,Washington,310
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,545,250,4/14/18,10.0,Michigan,295
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,564,250,4/14/18,12.0,Michigan,314
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,530,250,4/14/18,5.0,Iowa,280
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,6.0,California,300
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,541,250,4/14/18,10.5,Rhode Island,291
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,547,250,4/14/18,10.0,Ohio,297
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,545,250,4/14/18,12.0,California,295
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-2018,537,250,4/14/18,10.5,California,287
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-Black,620,250,3/30/18,10.5,Oregon,370
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-Black,601,250,3/30/18,11.0,Massachusetts,351
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-Black,625,250,3/30/18,9.0,New York,375
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-Black,585,250,3/30/18,10.0,California,335
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-Black,630,250,3/30/18,9.0,California,380
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-Black,600,250,3/30/18,9.5,California,350
4/21/18,Off-White,Nike-Air-VaporMax-Off-White-Black,620,250,3/30/18,13.0,Washington,370
4/21/18,Off-White,Nike-Zoom-Fly-Off-White,747,170,11/1/17,10.0,Illinois,577
4/22/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2145,190,9/9/17,10.0,California,1955
4/22/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1725,190,3/3/18,8.5,Oregon,1535
4/22/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1800,190,3/3/18,14.0,Ohio,1610
4/22/18,Off-White,Nike-Air-Force-1-Low-Off-White,1235,170,11/1/17,7.0,California,1065
4/22/18,Off-White,Nike-Air-Max-97-Off-White,770,190,11/1/17,10.0,Minnesota,580
4/22/18,Off-White,Nike-Air-VaporMax-Off-White,1000,250,9/9/17,11.5,New York,750
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,11.5,California,310
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,536,250,4/14/18,7.5,New York,286
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,580,250,4/14/18,13.0,Florida,330
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,570,250,4/14/18,8.5,Maryland,320
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,545,250,4/14/18,10.0,California,295
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,545,250,4/14/18,10.5,New York,295
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,11.5,New York,300
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,589,250,4/14/18,13.0,New York,339
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,11.5,Texas,300
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,538,250,4/14/18,10.5,Oregon,288
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,563,250,4/14/18,11.0,Arizona,313
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,585,250,4/14/18,13.0,New York,335
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,551,250,4/14/18,11.0,California,301
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,519,250,4/14/18,4.0,California,269
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,563,250,4/14/18,12.0,North Carolina,313
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,580,250,4/14/18,13.0,Michigan,330
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,585,250,4/14/18,6.5,California,335
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,11.0,California,305
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,501,250,4/14/18,7.0,Oregon,251
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,525,250,4/14/18,7.0,Florida,275
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,565,250,4/14/18,11.0,Florida,315
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-2018,880,250,4/14/18,14.0,California,630
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-Black,620,250,3/30/18,11.5,Texas,370
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-Black,615,250,3/30/18,7.5,Georgia,365
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-Black,595,250,3/30/18,9.5,New York,345
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-Black,615,250,3/30/18,10.5,New York,365
4/22/18,Off-White,Nike-Air-VaporMax-Off-White-Black,586,250,3/30/18,9.5,New Jersey,336
4/22/18,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,570,200,11/1/17,10.0,New York,370
4/23/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2040,190,9/9/17,12.0,Oregon,1850
4/23/18,Off-White,Nike-Air-Max-90-Off-White,840,160,9/9/17,8.0,New York,680
4/23/18,Off-White,Nike-Air-Max-97-Off-White,740,190,11/1/17,10.0,Wisconsin,550
4/23/18,Off-White,Nike-Air-Max-97-Off-White,751,190,11/1/17,10.0,Rhode Island,561
4/23/18,Off-White,Nike-Air-VaporMax-Off-White,921,250,9/9/17,10.0,California,671
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,530,250,4/14/18,6.5,New York,280
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,566,250,4/14/18,9.5,California,316
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,575,250,4/14/18,13.0,Illinois,325
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,551,250,4/14/18,11.0,Texas,301
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,552,250,4/14/18,9.5,Illinois,302
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,536,250,4/14/18,8.0,Florida,286
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,575,250,4/14/18,12.0,Vermont,325
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,528,250,4/14/18,10.0,Maryland,278
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,10.5,Oregon,300
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,514,250,4/14/18,7.0,California,264
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,506,250,4/14/18,10.0,Massachusetts,256
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,563,250,4/14/18,11.0,Texas,313
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,9.0,New York,310
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,9.5,Connecticut,310
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,11.5,Georgia,310
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,485,250,4/14/18,4.0,Florida,235
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,502,250,4/14/18,4.0,Delaware,252
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,9.0,Indiana,300
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,550,250,4/14/18,9.5,Illinois,300
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,570,250,4/14/18,11.0,California,320
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,555,250,4/14/18,10.0,California,305
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,559,250,4/14/18,9.5,Oklahoma,309
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,12.0,New York,310
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,785,250,4/14/18,15.0,Illinois,535
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,560,250,4/14/18,9.5,Indiana,310
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,572,250,4/14/18,12.0,Massachusetts,322
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,564,250,4/14/18,11.0,Connecticut,314
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,530,250,4/14/18,9.5,Texas,280
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-2018,570,250,4/14/18,8.5,Washington,320
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,874,250,3/30/18,14.0,Arizona,624
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,605,250,3/30/18,9.0,California,355
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,500,250,3/30/18,5.0,Louisiana,250
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,615,250,3/30/18,10.0,Indiana,365
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,609,250,3/30/18,10.5,New York,359
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,571,250,3/30/18,10.5,California,321
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,585,250,3/30/18,10.5,Virginia,335
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,599,250,3/30/18,5.5,California,349
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,590,250,3/30/18,8.5,California,340
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,546,250,3/30/18,7.0,South Carolina,296
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,624,250,3/30/18,8.0,California,374
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,604,250,3/30/18,10.5,Illinois,354
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,620,250,3/30/18,10.0,Washington,370
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,570,250,3/30/18,11.0,Massachusetts,320
4/23/18,Off-White,Nike-Air-VaporMax-Off-White-Black,560,250,3/30/18,10.5,Oregon,310
4/23/18,Off-White,Nike-React-Hyperdunk-2017-Flyknit-Off-White,620,200,11/1/17,11.0,New York,420
4/24/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2500,190,9/9/17,9.5,New Jersey,2310
4/24/18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2095,190,9/9/17,12.0,Oregon,1905
4/24/18,Off-White,Air-Jordan-1-Retro-High-Off-White-White,1764,190,3/3/18,7.0,New York,1574
4/24/18,Off-White,Nike-Air-Max-90-Off-White,875,160,9/9/17,11.0,California,715
4/24/18,Off-White,Nike-Air-Max-90-Off-White,844,160,9/9/17,10.5,Michigan,684
4/24/18,Off-White,Nike-Air-Presto-Off-White,1780,160,9/9/17,10.0,New Jersey,1620
4/24/18,Off-White,Nike-Air-VaporMax-Off-White,1000,250,9/9/17,10.0,Florida,750
4/24/18,Off-White,Nike-Air-VaporMax-Off-White,1001,250,9/9/17,10.5,Oregon,751
4/24/18,Off-White,Nike-Air-VaporMax-Off-White-2018,515,250,4/14/18,11.0,Georgia,265
4/24/18,Off-White,Nike-Air-VaporMax-Off-White-2018,520,250,4/14/18,10.5,Texas,270
